time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-07-08T15:52:21.110Z,33.5801667,-116.7496667,12.81,0.8,ml,29.0,42.0,0.01799,0.11,ci,ci40652231,2024-07-08T16:02:26.071Z,"8 km WNW of Anza, CA",earthquake,0.19,0.31,0.133,19.0,automatic,ci,ci
2024-07-08T13:12:40.640Z,-7.7896,128.0341,134.749,4.2,mb,14.0,122.0,4.204,0.55,us,us7000mxs2,2024-07-08T16:01:53.040Z,"139 km NE of Lospalos, Timor Leste",earthquake,14.22,8.897,0.186,8.0,reviewed,us,us
2024-07-08T07:37:27.129Z,36.46083333,-98.76016667,8.24,1.0,ml,25.0,142.0,0.03509311353,0.11,ok,ok2024nhxd,2024-07-08T16:13:02.780Z,"17 km SE of Waynoka, Oklahoma",earthquake,,0.4,0.23,8.0,reviewed,ok,ok
2024-07-08T16:25:05.161Z,35.34060287,-97.8994751,5.532427788,1.62,ml,14.0,72.25082397,0.05139007047,0.8308844239,ok,ok2024nioo,2024-07-08T16:33:51.414Z,"5 km NE of Minco, Oklahoma",earthquake,4.855405095,4.644742622,0.24,13.0,automatic,ok,ok
2024-07-08T15:53:52.622Z,29.838,-98.048,9.8942,2.2,ml,8.0,204.0,0.6,1.2,tx,tx2024ninp,2024-07-08T16:29:19.843Z,"11 km WSW of San Marcos, Texas",earthquake,0.0,8.07259145430301,0.2,7.0,automatic,tx,tx
2024-07-08T10:04:49.730Z,38.8273333333333,-122.813333333333,1.59,0.34,md,16.0,59.0,0.004685,0.01,nc,nc75032297,2024-07-08T16:32:29.206Z,"7 km NNW of The Geysers, CA",earthquake,0.23,0.58,0.158,15.0,reviewed,nc,nc
2024-07-08T08:57:40.668Z,39.4187,-118.1941,5.6,0.9,ml,4.0,139.36999999999998,0.123,0.037,nn,nn00880567,2024-07-08T16:46:47.145Z,"44 km E of Fallon Station, Nevada",earthquake,,8.0,0.14,2.0,reviewed,nn,nn
2024-07-08T08:45:03.847Z,38.2653,-118.7893,8.7,1.2,ml,11.0,116.06999999999996,0.224,0.2037,nn,nn00880566,2024-07-08T16:43:42.510Z,"32 km SSW of Hawthorne, Nevada",earthquake,,1.7,0.18,3.0,reviewed,nn,nn
2024-07-08T16:53:31.954Z,65.442,-148.2485,4.1,0.9,ml,,,,0.36,ak,ak0248qhyax7,2024-07-08T16:56:08.538Z,"16 km SE of Livengood, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-07-08T16:52:22.910Z,35.7395,-117.583,10.74,0.83,ml,17.0,61.0,0.1442,0.13,ci,ci40652287,2024-07-08T16:58:17.555Z,"16 km NNE of Ridgecrest, CA",earthquake,0.26,0.63,0.082,7.0,automatic,ci,ci
2024-07-08T17:06:02.031Z,48.6041,-129.0655,43.8,1.9,ml,,,,0.96,ak,ak0248qi9lk9,2024-07-08T17:21:53.226Z,"239 km WSW of Tofino, Canada",earthquake,,0.9,,,automatic,ak,ak
2024-07-08T14:49:43.031Z,1.551,127.7313,7.97,4.5,mb,51.0,100.0,0.855,0.74,us,us7000mxsh,2024-07-08T17:16:08.040Z,"36 km WSW of Tobelo, Indonesia",earthquake,7.4,4.419,0.082,44.0,reviewed,us,us
2024-07-08T17:35:38.805Z,65.4404,-148.2699,9.5,0.9,ml,,,,0.21,ak,ak0248qifw60,2024-07-08T17:37:10.637Z,"15 km SE of Livengood, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-08T17:35:28.130Z,38.126335144043,-122.14933013916,4.23999977111816,2.26,md,14.0,193.0,0.003517,0.21,nc,nc75032417,2024-07-08T17:37:02.921Z,"8 km E of Vallejo, CA",earthquake,0.94,0.699999988,0.13,13.0,automatic,nc,nc
2024-07-08T17:28:52.370Z,33.4795,-116.4888333,2.75,0.83,ml,28.0,59.0,0.06856,0.16,ci,ci40652327,2024-07-08T17:35:01.223Z,"19 km ESE of Anza, CA",earthquake,0.2,0.8,0.228,5.0,automatic,ci,ci
2024-07-08T17:15:06.910Z,18.6545,-65.002,76.67,2.7,md,6.0,226.0,0.3036,0.29,pr,pr71454833,2024-07-08T17:35:40.030Z,"35 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.2,2.75,0.115760745594753,4.0,reviewed,pr,pr
2024-07-08T17:43:44.365Z,60.3101,-152.5069,91.7,1.0,ml,,,,0.74,ak,ak0248qihmbo,2024-07-08T17:46:21.364Z,"54 km WNW of Ninilchik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-07-08T17:39:32.945Z,59.6187,-153.5843,118.5,1.8,ml,,,,0.24,ak,ak0248qigqku,2024-07-08T17:41:10.223Z,"34 km ESE of Pedro Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-07-08T17:24:01.476Z,31.597,-103.944,4.9182,1.5,ml,14.0,78.0,0.0,0.2,tx,tx2024niqn,2024-07-08T17:43:36.603Z,"34 km NNW of Toyah, Texas",earthquake,0.0,1.30748216474633,0.2,12.0,automatic,tx,tx
2024-07-08T15:50:53.277Z,36.5634,71.2919,229.228,4.2,mb,43.0,76.0,2.937,0.64,us,us7000mxsx,2024-07-08T17:40:45.040Z,"25 km WSW of Ashkāsham, Afghanistan",earthquake,9.04,7.268,0.127,17.0,reviewed,us,us
2024-07-08T17:31:31.814Z,31.645,-104.323,5.0091,1.7,ml,15.0,89.0,0.1,0.5,tx,tx2024niqt,2024-07-08T17:49:47.658Z,"59 km S of Whites City, New Mexico",earthquake,0.0,2.74067511518149,0.1,12.0,automatic,tx,tx
2024-07-08T15:17:05.930Z,38.7953333333333,-122.823666666667,6.18,0.37,md,7.0,209.0,0.01418,0.16,nc,nc75032377,2024-07-08T17:52:23.573Z,"6 km WNW of The Geysers, CA",earthquake,1.97,31.61,0.183,7.0,reviewed,nc,nc
2024-07-08T18:16:09.590Z,33.2316667,-116.0368333,3.37,0.72,ml,30.0,91.0,0.06448,0.19,ci,ci40652383,2024-07-08T18:22:21.963Z,"11 km SW of Salton City, CA",earthquake,0.24,0.43,0.143,12.0,automatic,ci,ci
2024-07-08T18:07:17.521Z,60.3491,-151.3412,118.9,1.6,ml,,,,0.39,ak,ak0248qiva2w,2024-07-08T18:09:06.691Z,"2 km SW of Cohoe, Alaska",earthquake,,1.0,,,automatic,ak,ak
2024-07-08T17:55:07.290Z,63.5186,-148.7316,11.4,0.9,ml,,,,0.77,ak,ak0248qik42a,2024-07-08T17:57:37.015Z,"17 km NE of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-08T18:49:52.850Z,61.5569,-141.0339,0.0,2.6,ml,,,,0.57,ak,ak0248qj4cvp,2024-07-08T18:52:07.733Z,"101 km E of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-08T19:03:00.230Z,19.1998329162598,-155.383834838867,30.2999992370605,2.33,ml,54.0,161.0,0.08618,0.129999995,hv,hv74322711,2024-07-08T19:05:37.900Z,"9 km E of Pāhala, Hawaii",earthquake,0.5,0.469999999,0.64,12.0,automatic,hv,hv
2024-07-08T19:02:53.330Z,34.9926667,-118.1993333,0.07,1.35,ml,24.0,46.0,0.1161,0.25,ci,ci40652471,2024-07-08T19:09:18.966Z,"7 km SSW of Mojave, CA",earthquake,0.35,0.76,0.27,18.0,automatic,ci,ci
2024-07-08T18:54:23.461Z,61.5805,-141.0835,4.7,1.7,ml,,,,0.54,ak,ak0248qj5d6y,2024-07-08T18:56:09.697Z,"99 km E of McCarthy, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-08T18:05:44.618Z,50.5091,-173.9133,146.933,3.5,ml,9.0,234.0,1.705,0.73,us,us7000mxuz,2024-07-08T19:11:04.040Z,"188 km S of Atka, Alaska",earthquake,8.05,24.212,0.091,22.0,reviewed,us,us
2024-07-08T19:20:30.856Z,58.4653,-154.1272,1.6,1.8,ml,,,,0.69,ak,ak0248qjjj0t,2024-07-08T19:23:38.482Z,"84 km WNW of Aleneva, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-07-08T04:07:17.200Z,52.8313333333333,-169.948333333333,-1.14,1.83,ml,6.0,158.0,0.01932,0.09,av,av93189636,2024-07-08T19:27:19.060Z,"74 km W of Nikolski, Alaska",earthquake,0.16,0.22,0.308287193484695,9.0,reviewed,av,av
2024-07-08T19:27:52.390Z,35.8748333,-117.7173333,10.41,0.79,ml,21.0,51.0,0.07659,0.11,ci,ci40652495,2024-07-08T19:33:36.867Z,"18 km ESE of Little Lake, CA",earthquake,0.17,0.34,0.177,12.0,automatic,ci,ci
2024-07-08T19:26:53.794Z,57.34,-154.0146,36.4,1.9,ml,,,,0.71,ak,ak0248qjkv37,2024-07-08T19:30:35.303Z,"22 km S of Larsen Bay, Alaska",earthquake,,7.1,,,automatic,ak,ak
2024-07-08T19:38:15.159Z,38.2573,-118.7913,8.0,2.5,ml,19.0,116.72,0.201,0.3241,nn,nn00880578,2024-07-08T19:41:17.258Z,"33 km SSW of Hawthorne, Nevada",earthquake,,0.5,0.3,12.0,automatic,nn,nn
2024-07-08T17:46:53.420Z,46.216,-122.17716666666666,7.07,0.2,ml,15.0,93.0,0.01683,0.1,uw,uw62022611,2024-07-08T19:40:40.740Z,"38 km S of Morton, Washington",earthquake,0.36,0.41,0.2018575924755341,5.0,reviewed,uw,uw
2024-07-08T01:43:07.270Z,46.26083333333333,-122.197,4.03,0.09,ml,11.0,156.0,0.02064,0.07,uw,uw62022436,2024-07-08T19:46:44.500Z,"33 km S of Morton, Washington",earthquake,0.29,0.42,0.1378664680918989,6.0,reviewed,uw,uw
2024-07-08T00:00:42.550Z,54.7348333333333,-164.010166666667,9.05,0.14,ml,4.0,136.0,0.02653,0.09,av,av93189481,2024-07-08T19:45:44.350Z,"40 km WSW of False Pass, Alaska",earthquake,0.75,0.86,0.16582951535629,4.0,reviewed,av,av
2024-07-08T19:49:44.030Z,19.4039993286133,-155.279006958008,1.77999997138977,2.0,md,17.0,76.0,0.009968,0.129999995,hv,hv74322756,2024-07-08T19:51:24.320Z,"6 km SW of Volcano, Hawaii",earthquake,0.2,0.200000003,0.409999996,14.0,automatic,hv,hv
2024-07-08T19:33:28.765Z,-15.9895,-74.7421,31.466,5.4,mww,41.0,176.0,4.47,1.05,us,us7000mxvv,2024-07-08T19:56:55.233Z,"45 km WSW of Atiquipa, Peru",earthquake,11.16,7.708,0.071,19.0,reviewed,us,us
2024-07-08T20:08:47.850Z,33.8606667,-117.4986667,0.39,1.32,ml,34.0,43.0,0.06208,0.27,ci,ci40652567,2024-07-08T20:15:34.117Z,"3 km SE of Home Gardens, CA",earthquake,0.32,0.64,0.26,12.0,automatic,ci,ci
2024-07-08T20:03:18.370Z,59.6607,-152.8537,90.7,1.8,ml,,,,0.3,ak,ak0248qk1ahp,2024-07-08T20:05:09.632Z,"58 km WSW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-08T20:02:45.880Z,31.4871667,-115.6138333,6.63,2.4,ml,7.0,113.0,0.174,0.12,ci,ci40652551,2024-07-08T20:09:16.826Z,"92 km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,0.29,2.03,0.24,14.0,automatic,ci,ci
2024-07-08T20:01:27.880Z,38.7908325195312,-122.768669128418,1.69000005722046,1.04,md,12.0,103.0,0.01203,0.01,nc,nc75032447,2024-07-08T20:03:02.960Z,"2 km NNW of The Geysers, CA",earthquake,0.32,0.460000008,0.2,12.0,automatic,nc,nc
2024-07-08T20:00:06.760Z,47.0994987487793,-123.11933135986328,-0.209999993443489,1.6061522364616394,ml,15.0,127.0,,0.280000001,uw,uw62022666,2024-07-08T20:02:41.930Z,"12 km ENE of McCleary, Washington",earthquake,0.81,1.45000005,0.2389633357524871,18.0,automatic,uw,uw
2024-07-08T19:18:46.110Z,44.13583333333333,-122.894,7.75,1.19,ml,14.0,69.0,0.08379,0.15,uw,uw62022636,2024-07-08T20:12:41.310Z,"13 km E of Coburg, Oregon",earthquake,0.25,0.86,0.1953239094615658,9.0,reviewed,uw,uw
2024-07-08T16:21:15.840Z,45.3675,-122.74816666666666,-0.35,1.35,ml,6.0,253.0,0.04471,0.1,uw,uw62022546,2024-07-08T19:58:45.140Z,"2 km SE of Tualatin, Oregon",explosion,0.68,31.61,0.061427404545964,3.0,reviewed,uw,uw
2024-07-07T22:46:22.470Z,19.3833333333333,-155.242833333333,2.08,2.65,ml,31.0,67.0,0.00829,0.12,hv,hv74321136,2024-07-08T20:18:49.080Z,"6 km S of Volcano, Hawaii",earthquake,0.22,0.19,0.210874784188972,14.0,reviewed,hv,hv
2024-07-08T20:27:32.090Z,38.7911682128906,-122.735336303711,1.50999999046326,0.91,md,8.0,94.0,0.02126,0.01,nc,nc75032472,2024-07-08T20:29:08.087Z,"2 km ENE of The Geysers, CA",earthquake,0.35,1.16999996,0.16,7.0,automatic,nc,nc
2024-07-08T20:25:59.300Z,38.7908325195312,-122.736167907715,1.46000003814697,1.06,md,11.0,93.0,0.007597,0.01,nc,nc75032462,2024-07-08T20:27:38.144Z,"2 km ENE of The Geysers, CA",earthquake,0.3,0.939999998,0.25,11.0,automatic,nc,nc
2024-07-08T19:53:48.990Z,47.223,-121.88216666666666,14.2,0.84,ml,20.0,167.0,0.06175,0.09,uw,uw62022651,2024-07-08T20:38:27.950Z,"8 km ENE of Enumclaw, Washington",earthquake,0.56,0.88,0.0716739177601362,5.0,reviewed,uw,uw
2024-07-08T20:42:00.170Z,38.8269996643066,-122.815330505371,1.86000001430511,0.76,md,17.0,60.0,0.00546,0.02,nc,nc75032477,2024-07-08T20:43:38.368Z,"8 km NNW of The Geysers, CA",earthquake,0.24,0.629999995,0.33,17.0,automatic,nc,nc
2024-07-08T20:35:34.101Z,36.96,-104.8441,1.917,3.0,ml,13.0,64.0,0.158,0.37,us,us7000mxwe,2024-07-08T20:48:41.040Z,"19 km S of Weston, Colorado",earthquake,1.95,4.723,0.074,24.0,reviewed,us,us
2024-07-08T20:47:48.470Z,38.835334777832,-122.808670043945,2.3199999332428,0.4,md,10.0,103.0,0.01197,0.01,nc,nc75032487,2024-07-08T20:49:23.337Z,"8 km WNW of Cobb, CA",earthquake,0.44,0.970000029,0.22,11.0,automatic,nc,nc
2024-07-08T21:15:20.153Z,38.2323,-118.7975,1.3,3.3,ml,27.0,78.59,0.227,0.4309,nn,nn00880592,2024-07-08T21:17:58.078Z,"35 km SSW of Hawthorne, Nevada",earthquake,,1.4,0.15,19.0,automatic,nn,nn
2024-07-08T21:12:41.930Z,19.3953342437744,-155.276672363281,1.76999998092651,2.18,ml,27.0,41.0,0.00286,0.150000006,hv,hv74322826,2024-07-08T21:15:20.400Z,"6 km SW of Volcano, Hawaii",earthquake,0.22,0.180000007,0.34,14.0,automatic,hv,hv
2024-07-08T21:02:06.710Z,33.8743333,-117.807,5.69,1.51,ml,50.0,63.0,0.04715,0.21,ci,ci40652631,2024-07-08T21:08:48.324Z,"2 km SSE of Yorba Linda, CA",earthquake,0.19,0.32,0.152,31.0,automatic,ci,ci
2024-07-08T21:00:44.120Z,39.039665222168,-111.534332275391,4.98999977111816,3.47,ml,60.0,47.0,0.143,0.319999993,uu,uu80075496,2024-07-08T21:17:00.040Z,"17 km ESE of Mayfield, Utah",earthquake,0.37,0.75999999,0.32,42.0,automatic,uu,uu
2024-07-08T00:12:46.280Z,54.1378333333333,-165.972,3.64,0.28,ml,9.0,87.0,0.01323,0.27,av,av93189501,2024-07-08T21:08:45.270Z,"12 km W of Akutan, Alaska",earthquake,0.35,0.63,0.213489188829983,9.0,reviewed,av,av
2024-07-08T21:25:31.330Z,33.2355003,-116.0240021,7.44,1.49,ml,16.0,85.0,0.05478,0.14,ci,ci40652679,2024-07-08T21:27:35.687Z,"9 km SW of Salton City, CA",earthquake,0.39,0.76,0.525,9.0,automatic,ci,ci
2024-07-08T21:19:29.421Z,38.2302,-118.7976,1.0,3.4,ml,28.0,118.96000000000004,0.229,0.4038,nn,nn00880596,2024-07-08T21:25:03.530Z,"36 km SSW of Hawthorne, Nevada",earthquake,,1.3,0.14,19.0,automatic,nn,nn
2024-07-08T21:18:12.150Z,35.9191667,-117.6966667,3.09,1.13,ml,20.0,42.0,0.04726,0.11,ci,ci40652655,2024-07-08T21:23:56.519Z,"19 km E of Little Lake, CA",earthquake,0.15,0.48,0.134,11.0,automatic,ci,ci
2024-07-08T19:21:00.500Z,44.14,-122.88433333333332,6.42,1.24,ml,12.0,113.0,0.08783,0.12,uw,uw62022641,2024-07-08T21:19:36.470Z,"14 km E of Coburg, Oregon",earthquake,0.27,0.5,0.134077216091262,8.0,reviewed,uw,uw
2024-07-08T21:31:47.721Z,36.3394,-115.2917,16.0,1.6,ml,11.0,331.76,0.628,0.1798,nn,nn00880601,2024-07-08T21:34:03.444Z,"22 km NW of North Las Vegas, Nevada",earthquake,,1.2,0.22,7.0,automatic,nn,nn
2024-07-08T21:29:26.040Z,19.3821659088135,-155.275665283203,-0.300000011920929,1.98,ml,22.0,76.0,0.007175,0.349999994,hv,hv74322851,2024-07-08T21:32:04.460Z,"8 km SSW of Volcano, Hawaii",earthquake,0.18,0.239999995,0.47,11.0,automatic,hv,hv
2024-07-08T19:58:22.390Z,46.20283333333333,-122.1775,7.04,0.23,ml,11.0,164.0,0.006149,0.08,uw,uw62022661,2024-07-08T21:36:44.340Z,"38 km NNE of Amboy, Washington",earthquake,0.7,0.46,0.0796449466282248,6.0,reviewed,uw,uw
2024-07-08T21:31:57.410Z,46.326166666666666,-122.40966666666668,-0.91,1.06,ml,25.0,74.0,0.05128,0.09,uw,uw62022716,2024-07-08T21:54:22.160Z,"23 km SSE of Mossyrock, Washington",explosion,0.25,31.61,0.0942613421188779,12.0,reviewed,uw,uw
2024-07-08T22:06:14.833Z,29.112,-97.853,4.6312,2.9,ml,26.0,113.0,0.1,0.9,tx,tx2024nizx,2024-07-08T22:12:02.798Z,"17 km SE of Stockdale, Texas",earthquake,0.0,1.06294622587771,0.1,20.0,automatic,tx,tx
2024-07-08T22:03:01.819Z,61.1391,-150.7603,3.6,1.5,ml,,,,0.46,ak,ak0248ql84f9,2024-07-08T22:07:32.527Z,"17 km E of Beluga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-07-08T22:01:37.348Z,64.4521,-146.704,19.0,0.8,ml,,,,0.46,ak,ak0248ql7rpj,2024-07-08T22:04:03.518Z,"10 km NNW of Harding-Birch Lakes, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-07-08T21:47:56.810Z,17.9611666666667,-66.7276666666667,16.54,2.26,md,6.0,218.0,0.1412,0.1,pr,pr71454838,2024-07-08T21:57:52.530Z,"3 km SSW of Tallaboa, Puerto Rico",earthquake,0.72,1.73,0.0592307017838327,5.0,reviewed,pr,pr
2024-07-08T21:36:10.293Z,53.8609,-166.3397,77.025,3.3,mb,19.0,147.0,0.099,0.37,us,us7000mxwx,2024-07-08T21:57:43.040Z,"12 km E of Unalaska, Alaska",earthquake,8.3,4.281,0.162,9.0,reviewed,us,us
2024-07-08T20:52:05.478Z,37.2576,-118.1415,5.3,0.8,ml,6.0,233.41000000000005,0.174,0.095,nn,nn00880589,2024-07-08T21:59:52.839Z,"16 km NE of Big Pine, California",earthquake,,4.4,0.28,3.0,reviewed,nn,nn
2024-07-08T22:17:58.048Z,62.7285,-147.8031,135.9,1.2,ml,,,,1.07,ak,ak0248qlb8sc,2024-07-08T22:19:43.580Z,"81 km NW of Lake Louise, Alaska",earthquake,,1.8,,,automatic,ak,ak
2024-07-08T22:06:14.144Z,29.1418,-97.7977,10.927,2.8,mb_lg,31.0,117.0,0.068,0.41,us,us7000mxx1,2024-07-08T22:31:46.436Z,"14 km SSW of Nixon, Texas",earthquake,4.42,6.067,0.066,60.0,reviewed,us,us
2024-07-08T03:23:23.120Z,58.4388333333333,-154.689,3.7,-0.28,ml,7.0,174.0,0.05998,0.16,av,av93014629,2024-07-08T22:33:09.590Z,"97 km N of Karluk, Alaska",earthquake,0.47,0.71,0.156015597641014,7.0,reviewed,av,av
2024-07-08T22:39:16.740Z,19.2059993743896,-155.490005493164,31.8199996948242,3.3,ml,61.0,76.0,0.043,0.129999995,hv,hv74322916,2024-07-08T22:47:38.753Z,"1 km WNW of Pāhala, Hawaii",earthquake,0.37,0.49000001,0.35,45.0,automatic,hv,hv
2024-07-08T22:36:37.798Z,58.347,-133.4458,0.0,2.9,ml,,,,0.74,ak,ak0248qlf9tv,2024-07-08T22:38:49.341Z,"57 km E of Juneau, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-07-08T22:35:32.120Z,33.8396667,-116.9631667,16.27,0.77,ml,22.0,196.0,0.135,0.25,ci,ci40652759,2024-07-08T22:41:38.964Z,"6 km N of San Jacinto, CA",earthquake,0.73,0.85,0.14,21.0,automatic,ci,ci
2024-07-08T21:50:37.999Z,22.024,121.3255,14.408,4.2,mb,22.0,150.0,0.822,0.94,us,us7000mxwz,2024-07-08T22:41:01.040Z,"60 km E of Hengchun, Taiwan",earthquake,5.35,4.8,0.199,7.0,reviewed,us,us
2024-07-08T16:57:56.930Z,44.647,-111.930833333333,8.91,1.34,ml,18.0,69.0,0.2065,0.27,mb,mb90056293,2024-07-08T22:45:05.090Z,"37 km NNE of Spencer, Idaho",earthquake,0.73,2.17,0.171941031154688,15.0,reviewed,mb,mb
2024-07-08T04:09:25.890Z,52.833,-169.957,-0.67,-0.18,ml,4.0,165.0,0.02307,0.23,av,av93014639,2024-07-08T22:48:48.590Z,"74 km W of Nikolski, Alaska",earthquake,0.39,0.54,0.228258607520814,4.0,reviewed,av,av
2024-07-08T23:09:30.290Z,33.1673333,-115.6235,3.8,1.19,ml,25.0,81.0,0.01207,0.19,ci,ci40652783,2024-07-08T23:15:40.176Z,"11 km WNW of Calipatria, CA",earthquake,0.45,0.33,0.245,23.0,automatic,ci,ci
2024-07-08T22:58:31.770Z,38.8296661376953,-122.797164916992,0.649999976158142,1.07,md,13.0,44.0,0.01023,0.01,nc,nc75032572,2024-07-08T23:00:08.340Z,"6 km WNW of Cobb, CA",earthquake,0.22,0.529999971,0.1,15.0,automatic,nc,nc
2024-07-08T22:58:06.620Z,38.8291664123535,-122.797996520996,0.930000007152557,0.77,md,11.0,73.0,0.011,0.02,nc,nc75032567,2024-07-08T22:59:43.202Z,"7 km WNW of Cobb, CA",earthquake,0.28,0.709999979,0.07,14.0,automatic,nc,nc
2024-07-08T22:57:48.160Z,38.8283348083496,-122.797668457031,0.879999995231628,1.29,md,25.0,35.0,0.01087,0.04,nc,nc75032562,2024-07-08T22:59:23.417Z,"6 km WNW of Cobb, CA",earthquake,0.17,0.310000002,0.16,25.0,automatic,nc,nc
2024-07-08T21:07:26.671Z,39.3714,-119.9674,2.1,0.5,ml,8.0,111.82000000000002,0.095,0.0995,nn,nn00880609,2024-07-08T23:16:15.549Z,"5 km ESE of Floriston, California",earthquake,,8.4,0.17,5.0,reviewed,nn,nn
2024-07-08T19:05:17.960Z,46.0168333333333,-112.448166666667,-2.0,1.68,ml,10.0,183.0,0.074,0.04,mb,mb90056338,2024-07-08T23:11:32.250Z,"6 km ENE of Butte, Montana",quarry blast,0.8,31.61,0.200483832926432,14.0,reviewed,mb,mb
2024-07-08T15:37:02.110Z,44.4356666666667,-115.720833333333,8.04,2.15,ml,13.0,58.0,0.2677,0.11,mb,mb90056288,2024-07-08T23:03:50.250Z,"27 km ESE of Cascade, Idaho",earthquake,0.27,0.85,0.163208849988528,23.0,reviewed,mb,mb
2024-07-08T06:51:10.040Z,58.4283333333333,-154.505,1.7,-0.54,ml,5.0,228.0,0.06915,0.06,av,av93014644,2024-07-08T23:09:37.830Z,"95 km N of Karluk, Alaska",earthquake,0.46,0.62,0.153791525427337,5.0,reviewed,av,av
2024-07-08T23:23:40.051Z,64.9382,-147.289,0.0,1.3,ml,,,,1.05,ak,ak0248qlxxat,2024-07-08T23:25:21.911Z,"13 km WNW of Two Rivers, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-07-08T23:18:10.028Z,63.0806,-151.3595,0.0,1.2,ml,,,,0.57,ak,ak0248qlwsed,2024-07-08T23:20:46.312Z,"54 km SSE of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-07-08T19:57:37.340Z,36.2488333333333,-121.773833333333,7.28,0.95,md,16.0,176.0,0.02158,0.07,nc,nc75032442,2024-07-08T23:17:52.846Z,"13 km SE of Point Sur, CA",earthquake,0.46,0.44,0.175,11.0,reviewed,nc,nc
2024-07-08T07:52:21.590Z,60.8921666666667,-152.618166666667,7.59,0.99,ml,10.0,159.0,0.304,0.11,av,av93189781,2024-07-08T23:23:42.280Z,"75 km WNW of Nikiski, Alaska",earthquake,0.72,2.92,0.181292050771986,11.0,reviewed,av,av
2024-07-08T22:29:24.349Z,38.2611,-118.8035,4.9,1.2,ml,9.0,116.76000000000002,0.235,0.2161,nn,nn00880610,2024-07-08T23:31:34.012Z,"33 km SSW of Hawthorne, Nevada",earthquake,,1.9,0.16,6.0,reviewed,nn,nn
2024-07-08T23:28:08.960Z,17.9133333333333,-67.1128333333333,9.64,2.67,md,6.0,283.0,0.0859,0.06,pr,pr71454853,2024-07-08T23:41:47.870Z,"9 km SW of La Parguera, Puerto Rico",earthquake,0.64,0.45,0.051229379424198,4.0,reviewed,pr,pr
2024-07-08T20:30:51.650Z,45.44833333333333,-122.8795,-0.36,1.6,ml,8.0,189.0,0.01158,0.39,uw,uw62022686,2024-07-08T23:40:33.000Z,"5 km S of Aloha, Oregon",explosion,1.71,31.61,0.0835182502401007,5.0,reviewed,uw,uw
2024-07-08T08:55:53.940Z,58.4815,-154.900833333333,4.57,-0.6,ml,5.0,98.0,0.1048,0.16,av,av93014649,2024-07-08T23:45:31.760Z,"104 km ESE of King Salmon, Alaska",earthquake,0.4,1.87,0.264671307570431,5.0,reviewed,av,av
2024-07-08T23:51:55.080Z,19.3643341064453,-155.294830322266,1.17999994754791,2.03,ml,17.0,109.0,0.02532,0.170000002,hv,hv74322996,2024-07-08T23:54:32.660Z,"10 km SW of Volcano, Hawaii",earthquake,0.2,0.379999995,0.27,7.0,automatic,hv,hv
2024-07-08T23:44:44.470Z,19.3423328399658,-155.122161865234,2.8199999332428,2.2,ml,51.0,114.0,0.04242,0.219999999,hv,hv74322991,2024-07-08T23:47:23.170Z,"13 km S of Fern Forest, Hawaii",earthquake,0.41,0.680000007,0.46,33.0,automatic,hv,hv
2024-07-09T00:58:56.030Z,19.3889999389648,-155.240493774414,2.19000005722046,2.56,ml,23.0,47.0,0.01078,0.270000011,hv,hv74323076,2024-07-09T01:01:36.160Z,"5 km S of Volcano, Hawaii",earthquake,0.36,0.340000004,0.63,22.0,automatic,hv,hv
2024-07-09T00:57:57.390Z,19.3840007781982,-155.240661621094,1.75999999046326,2.55,ml,41.0,41.0,0.01016,0.25999999,hv,hv74323071,2024-07-09T01:00:34.140Z,"6 km S of Volcano, Hawaii",earthquake,0.28,0.180000007,0.46,28.0,automatic,hv,hv
2024-07-09T00:53:39.170Z,19.3859996795654,-155.254837036133,1.32000005245209,2.19,ml,32.0,46.0,0.003365,0.289999992,hv,hv74323066,2024-07-09T00:56:18.180Z,"6 km SSW of Volcano, Hawaii",earthquake,0.23,0.180000007,0.4,21.0,automatic,hv,hv
2024-07-09T00:39:14.310Z,33.3433333,-116.3858333,12.19,0.55,ml,23.0,44.0,0.02278,0.17,ci,ci40652879,2024-07-09T00:45:11.381Z,"10 km N of Borrego Springs, CA",earthquake,0.29,0.6,0.099,8.0,automatic,ci,ci
